"y" "x1" "x2"
-17722.353415319 1 -56.0966177091009
10750.843548355 2 -101.422874944195
-8866.73768746743 3 12.2114681247792
12867.8668680283 4 12.9814314774458
-13593.448116326 5 48.1612791639814
5426.00080515538 6 13.0937074582479
-25747.3003145009 7 -17.8331628776501
1963.37661530893 8 -24.6157284280807
22569.8597021089 9 -11.7723752769191
-57954.3116401908 10 0.811172467345909
-11382.9920894308 11 -0.715911649475689
2602.66685287428 12 82.2014453738637
5557.63264364676 13 18.7910115273423
28138.1713739363 14 51.8280784695329
6550.23068528414 15 33.9865971548176
-16604.408487871 16 -23.9530160944452
-5835.78021604972 17 43.3624689263137
33429.3583063723 18 8.54549592119864
44701.6854292342 19 32.2625421392152
1998.89283896325 20 12.3916887451751
-20845.60136963 21 50.0249756054037
73687.0137034397 22 58.6691106356252
9504.2041869373 23 11.1251212251239
25845.5102471518 24 -61.832666385796
-14022.4702029964 25 2.04209276579347
40848.7092597706 26 27.0043629098343
15831.9851664072 27 -29.2051539581673
19665.0712135474 28 14.6045165884657
30760.36491105 29 28.1035040518401
44522.9609843931 30 0.800776227070218
32752.5540062027 31 37.1389175634974
45178.2266553751 32 -2.40040677126467
3817.03971607962 33 -18.3675470463809
55699.6915018727 34 15.1611271434763
-10385.2761303021 35 19.4934188748455
26665.8165299105 36 52.265002442193
37247.965534744 37 20.7282888005204
43981.1763299384 38 42.5796282922877
62670.9260319092 39 12.0547634419121
23150.5069898711 40 11.4794955011961
101310.937309887 41 26.4694505903225
65761.2352805959 42 -11.7203221744288
92430.3139911581 43 9.09291245653055
91317.5095980976 44 18.4461820047816
83414.5953857309 45 23.5888142512682
55830.8882541962 46 9.97822649575597
91384.8913283621 47 -39.0972973802117
70503.6590625111 48 -19.7760327405358
53743.9826630225 49 -6.27603418178373
114746.61860689 50 9.79702636056019
